n_features,features,silhouette,jacs_score,combined,k,best_cluster,best_n_good,best_n_jacs
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_6997', 'ESM2_746')",0.21998957264637928,1.48,0.5979927008524655,2,1,73,73
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_917', 'InterPLM_esm2-650m_L24_mean_1774')",0.27133205926032467,1.3599999999999999,0.5979324414822272,2,1,61,61
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_10015', 'ESM2_776')",0.22417980765969134,1.47,0.5979258653617839,2,0,72,74
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'InterPLM_esm2-650m_L24_mean_1774', 'ESM2_2')",0.23687349257593943,1.44,0.5978114448031576,2,1,69,69
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_917', 'ESM2_848')",0.27115675888398166,1.3599999999999999,0.5978097312187871,2,1,61,61
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_1774', 'ESM2_560')",0.23256681450205208,1.45,0.5977967701514364,2,1,70,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_1277', 'ESM2_40')",0.22367538505693674,1.47,0.5975727695398557,2,1,72,72
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_82', 'ESM2_746')",0.21504096096573494,1.49,0.5975286726760145,2,0,74,76
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_406', 'ESM2_48')",0.25354749161295265,1.4,0.5974832441290668,2,1,65,65
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_1277', 'ESM2_960')",0.2362743779657045,1.44,0.5973920645759931,2,0,69,71
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'InterPLM_esm2-650m_L24_mean_1774', 'ESM2_776')",0.23198705322217744,1.45,0.5973909372555242,2,0,70,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_3', 'ESM2_48')",0.2319856105948341,1.45,0.5973899274163839,3,2,70,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_803', 'ESM2_960')",0.24038091262067213,1.43,0.5972666388344705,2,0,68,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'InterPLM_esm2-650m_L24_mean_7025', 'ESM2_960')",0.25317923298935796,1.4,0.5972254630925505,2,0,65,67
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_80', 'ESM2_518')",0.2531150009221492,1.4,0.5971805006455044,2,0,65,67
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_917', 'ESM2_1048')",0.257295033273472,1.3900000000000001,0.5971065232914304,2,1,64,64
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_276', 'ESM2_1271')",0.2315372440117288,1.45,0.5970760708082101,2,1,70,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_917', 'ESM2_3')",0.2871565577128499,1.32,0.5970095903989949,2,0,57,57
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_776', 'ESM2_1271')",0.23129103661313685,1.45,0.5969037256291958,2,1,70,72
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_1774', 'ESM2_1048')",0.2312827913796659,1.45,0.5968979539657662,2,1,70,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_2', 'MOL_WEIGHT')",0.2398508674988776,1.43,0.5968956072492143,4,0,68,68
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_2', 'ESM2_521')",0.25261656009492717,1.4,0.596831592066449,2,0,65,65
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_2', 'ESM2_1271')",0.23102804991363804,1.45,0.5967196349395466,2,0,70,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_34', 'ESM2_48')",0.24387458932204725,1.42,0.596712212525433,2,0,67,67
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_7025', 'InterPLM_esm2-650m_L24_mean_1774')",0.24386659765452504,1.42,0.5967066183581675,2,0,67,67
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_960')",0.2309016218523945,1.45,0.5966311352966761,2,1,70,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_917', 'ESM2_776')",0.243690195758807,1.42,0.5965831370311648,2,0,67,69
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_560', 'ESM2_776')",0.2393950621287658,1.43,0.596576543490136,2,0,68,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'InterPLM_esm2-650m_L24_mean_1917', 'MOL_WEIGHT')",0.2393470837724774,1.43,0.5965429586407341,2,1,68,68
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_949', 'ESM2_776')",0.20925976449124026,1.5,0.5964818351438681,3,1,80,80
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'InterPLM_esm2-650m_L24_mean_949', 'ESM2_1271')",0.2520383532103607,1.4,0.5964268472472525,2,0,65,67
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_1277', 'ESM2_574')",0.23042490963073378,1.45,0.5962974367415137,2,1,70,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_2', 'ESM2_406')",0.2389120974286257,1.43,0.596238468200038,4,1,68,68
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_1277', 'ESM2_2')",0.2303373582918494,1.45,0.5962361508042946,2,1,70,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_917', 'InterPLM_esm2-650m_L24_mean_949')",0.24736382905186233,1.4100000000000001,0.5961546803363037,2,0,66,68
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_848', 'InterPLM_esm2-650m_L24_mean_10015')",0.2515653864805605,1.4,0.5960957705363923,2,1,65,66
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_848', 'InterPLM_esm2-650m_L24_mean_1774')",0.27726684871845336,1.34,0.5960867941029173,2,0,59,61
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'InterPLM_esm2-650m_L24_mean_1917', 'InterPLM_esm2-650m_L24_mean_7025', 'MOL_WEIGHT')",0.24719498843256524,1.4100000000000001,0.5960364919027957,2,1,66,66
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'InterPLM_esm2-650m_L24_mean_10015', 'ESM2_40')",0.2257599567198522,1.46,0.5960319697038965,3,0,71,71
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_34', 'ESM2_1271')",0.2470557107032495,1.4100000000000001,0.5959389974922746,2,1,66,68
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_276', 'MOL_WEIGHT')",0.22987163154410886,1.45,0.5959101420808762,2,1,70,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'InterPLM_esm2-650m_L24_mean_6997', 'MOL_WEIGHT')",0.2168480158917942,1.48,0.5957936111242559,2,1,73,73
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_1774', 'InterPLM_esm2-650m_L24_mean_1356')",0.23398538247773615,1.44,0.5957897677344153,2,1,69,69
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_949', 'ESM2_746')",0.21678357637922216,1.48,0.5957485034654555,2,1,73,73
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_1277', 'ESM2_276')",0.22526258472741206,1.46,0.5956838093091884,2,0,71,71
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_3', 'ESM2_276')",0.2509436622412334,1.4,0.5956605635688633,2,0,65,67
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_949')",0.24233824109136076,1.42,0.5956367687639526,2,1,67,69
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_1271')",0.2251856276495746,1.46,0.5956299393547022,3,2,71,71
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_848', 'ESM2_406')",0.272207905292683,1.35,0.5955455337048781,2,1,60,62
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_3', 'ESM2_560')",0.24643454819279673,1.4100000000000001,0.5955041837349577,2,1,66,68
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'InterPLM_esm2-650m_L24_mean_6997', 'InterPLM_esm2-650m_L24_mean_1356')",0.21638918474397179,1.48,0.5954724293207803,2,0,73,73
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_80', 'ESM2_48')",0.22065999180829357,1.47,0.5954619942658055,4,0,72,72
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_960', 'ESM2_1271')",0.22062587199137298,1.47,0.5954381103939611,3,0,72,72
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_960', 'ESM2_776')",0.20776068417411467,1.5,0.5954324789218802,2,1,83,83
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_2', 'ESM2_776')",0.23774992840541778,1.43,0.5954249498837925,2,0,68,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_34')",0.23767841929993086,1.43,0.5953748935099517,2,1,68,68
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_40', 'ESM2_521')",0.22878905402380065,1.45,0.5951523378166604,3,2,70,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_776')",0.23300884532889699,1.44,0.5951061917302278,2,0,69,69
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_960', 'MOL_WEIGHT')",0.2112095761631231,1.49,0.5948467033141862,2,1,74,74
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_917', 'ESM2_746')",0.25826058010127556,1.38,0.5947824060708928,2,1,63,63
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_560', 'ESM2_40')",0.23678032213052952,1.43,0.5947462254913707,3,2,68,68
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'InterPLM_esm2-650m_L24_mean_1774', 'InterPLM_esm2-650m_L24_mean_1356')",0.23243392393319204,1.44,0.5947037467532345,2,1,69,69
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_1277', 'InterPLM_esm2-650m_L24_mean_1356')",0.22371181157204836,1.46,0.5945982681004338,2,1,71,71
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_518', 'ESM2_48')",0.21935810688421406,1.47,0.5945506748189499,4,2,72,72
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_1277', 'ESM2_776')",0.21502739807934879,1.48,0.5945191786555442,2,0,73,73
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_1774', 'ESM2_574')",0.23635455636431205,1.43,0.5944481894550184,2,1,68,68
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_917', 'ESM2_406')",0.24905457993255242,1.4,0.5943382059527866,2,0,65,67
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_848', 'ESM2_518')",0.24903484549156726,1.4,0.594324391844097,2,0,65,67
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_1048', 'ESM2_776')",0.23612405038064502,1.43,0.5942868352664514,2,1,68,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_848', 'ESM2_521')",0.24036954924354464,1.42,0.5942586844704812,3,1,67,67
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'InterPLM_esm2-650m_L24_mean_6997', 'InterPLM_esm2-650m_L24_mean_949')",0.21890541125760743,1.47,0.5942337878803252,2,1,72,72
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'InterPLM_esm2-650m_L24_mean_949', 'ESM2_960')",0.24418118001011382,1.4100000000000001,0.5939268260070797,2,1,66,68
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_1048', 'ESM2_960')",0.20556009541143752,1.5,0.5938920667880062,2,1,75,75
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_1356', 'ESM2_80')",0.22268415261055538,1.46,0.5938789068273888,2,1,71,71
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_1048', 'ESM2_406')",0.23546784862482673,1.43,0.5938274940373787,2,1,68,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_1774', 'ESM2_960')",0.23110606734587577,1.44,0.593774247142113,2,1,69,69
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_3', 'InterPLM_esm2-650m_L24_mean_1356')",0.2524902780573588,1.3900000000000001,0.5937431946401512,2,0,64,66
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_1048')",0.23098256407605142,1.44,0.593687794853236,2,1,69,69
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_560', 'ESM2_80')",0.22666004676109014,1.45,0.5936620327327631,2,1,70,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'InterPLM_esm2-650m_L24_mean_6997', 'InterPLM_esm2-650m_L24_mean_7025')",0.2523418195838227,1.3900000000000001,0.5936392737086759,2,0,64,66
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_917', 'ESM2_848')",0.24803802453568694,1.4,0.5936266171749809,2,0,65,67
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_746', 'ESM2_406')",0.2351234407480724,1.43,0.5935864085236506,2,0,68,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_848', 'ESM2_2')",0.25221625073777604,1.3900000000000001,0.5935513755164432,2,1,64,64
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_848', 'ESM2_521')",0.25218722852865866,1.3900000000000001,0.5935310599700611,3,2,64,64
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_7025', 'ESM2_574')",0.23071597910155883,1.44,0.5935011853710912,2,1,69,69
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_560', 'ESM2_960')",0.2349426086817457,1.43,0.5934598260772219,2,1,68,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_848', 'ESM2_1048')",0.2520447826060558,1.3900000000000001,0.593431347824239,2,0,64,66
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_917', 'ESM2_406')",0.26908395796574,1.35,0.5933587705760179,2,0,60,60
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_578', 'InterPLM_esm2-650m_L24_mean_6997')",0.21760475734221504,1.47,0.5933233301395505,2,1,72,72
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_560', 'ESM2_80')",0.22612878702770955,1.45,0.5932901509193966,2,1,70,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_2', 'ESM2_40')",0.2303497456840325,1.44,0.5932448219788227,4,0,69,69
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_578', 'ESM2_2')",0.23034541796771585,1.44,0.5932417925774011,4,1,69,69
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_917', 'ESM2_1277')",0.2345750642583678,1.43,0.5932025449808574,2,1,68,68
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_746', 'ESM2_40')",0.21308098638531361,1.48,0.5931566904697195,2,0,73,73
