n_features,features,silhouette,jacs_score,combined,k,best_cluster,best_n_good,best_n_jacs
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_3', 'ESM2_776')",0.2553813863502653,1.46,0.6167669704451857,2,0,71,73
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_848', 'ESM2_80')",0.2681407508976876,1.43,0.6166985256283812,2,0,68,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_2', 'ESM2_82')",0.23800626306529887,1.5,0.6166043841457092,2,1,78,78
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'InterPLM_esm2-650m_L24_mean_6997', 'ESM2_848')",0.24215699452576597,1.49,0.6165098961680362,2,0,74,76
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_1277', 'ESM2_48')",0.23768157494387226,1.5,0.6163771024607105,2,0,78,78
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_6997', 'ESM2_48')",0.23763849060106781,1.5,0.6163469434207474,2,1,82,82
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_917', 'ESM2_960')",0.24190986204988266,1.49,0.6163369034349179,2,1,74,76
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_1277', 'ESM2_48')",0.2418177403558164,1.49,0.6162724182490715,2,1,74,74
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'InterPLM_esm2-650m_L24_mean_1917', 'InterPLM_esm2-650m_L24_mean_6997', 'ESM2_917')",0.2629523958838289,1.44,0.6160666771186802,2,1,69,69
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_40', 'ESM2_48')",0.23721431878685084,1.5,0.6160500231507955,2,1,80,80
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_2', 'ESM2_48')",0.236839674192907,1.5,0.6157877719350349,2,1,77,77
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_40', 'ESM2_406')",0.23683964951419187,1.5,0.6157877546599343,2,0,76,78
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_560')",0.2409478020552057,1.49,0.615663461438644,2,0,74,74
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_48', 'MOL_WEIGHT')",0.2366392271694249,1.5,0.6156474590185974,2,0,77,77
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'InterPLM_esm2-650m_L24_mean_10015', 'ESM2_406')",0.2708315881181678,1.42,0.6155821116827175,2,0,67,69
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_521')",0.2621685478630516,1.44,0.6155179835041361,2,1,69,69
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_1356', 'ESM2_48')",0.23641692133207542,1.5,0.6154918449324527,2,1,80,80
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_848', 'InterPLM_esm2-650m_L24_mean_949')",0.24921143117481553,1.47,0.6154480018223709,2,1,72,74
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_1277')",0.24492539011811118,1.48,0.6154477730826778,2,0,73,73
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'InterPLM_esm2-650m_L24_mean_1917', 'InterPLM_esm2-650m_L24_mean_7025', 'InterPLM_esm2-650m_L24_mean_1774')",0.26625883232628084,1.43,0.6153811826283966,2,1,68,68
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_1774', 'ESM2_276')",0.23609126435830344,1.5,0.6152638850508123,2,1,81,81
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_1048', 'ESM2_406')",0.23596261214896813,1.5,0.6151738285042776,2,0,75,77
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_7025', 'ESM2_48')",0.2487785327839229,1.47,0.615144972948746,2,1,72,72
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_776', 'ESM2_48')",0.23588867215158657,1.5,0.6151220705061106,2,1,80,80
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_776', 'ESM2_276')",0.244323981665033,1.48,0.6150267871655231,2,0,73,75
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_3', 'ESM2_574')",0.23572010968213608,1.5,0.6150040767774951,4,0,77,77
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_848', 'ESM2_746')",0.23964728649986716,1.49,0.614753100549907,2,1,74,76
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_917', 'ESM2_3')",0.26514500465668783,1.43,0.6146015032596814,2,0,68,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_2', 'ESM2_40')",0.23508966321664249,1.5,0.6145627642516497,2,1,76,76
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_1048', 'ESM2_48')",0.23499099562443482,1.5,0.6144936969371043,2,0,79,79
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_560', 'ESM2_406')",0.23496453323851363,1.5,0.6144751732669596,2,0,75,77
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_2', 'ESM2_276')",0.24773705636771867,1.47,0.614415939457403,2,1,72,72
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_48', 'MOL_WEIGHT')",0.25626971594240605,1.45,0.6143888011596842,2,1,70,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_746', 'ESM2_48')",0.2348142368834428,1.5,0.6143699658184099,2,1,79,79
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_406')",0.26889052093882077,1.42,0.6142233646571745,2,0,67,69
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_1356', 'ESM2_2')",0.23420454520965778,1.5,0.6139431816467604,2,1,75,75
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'InterPLM_esm2-650m_L24_mean_7025', 'ESM2_3')",0.2641531552855813,1.43,0.6139072086999069,2,1,68,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_82', 'ESM2_518')",0.2340694333346137,1.5,0.6138486033342295,2,0,81,83
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_949', 'ESM2_406')",0.24259201922469759,1.48,0.6138144134572883,2,1,73,75
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_848', 'ESM2_574')",0.2468436648702245,1.47,0.6137905654091571,2,0,72,74
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_80', 'ESM2_48')",0.23394256568219235,1.5,0.6137597959775346,2,1,80,80
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_3', 'ESM2_521')",0.2636923347104448,1.43,0.6135846342973114,2,0,68,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_276')",0.25073174452718966,1.46,0.6135122211690327,2,1,71,71
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_276', 'ESM2_406')",0.23784699599947504,1.49,0.6134928971996325,2,0,74,76
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_80', 'ESM2_406')",0.2377969535670422,1.49,0.6134578674969295,2,1,74,76
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'InterPLM_esm2-650m_L24_mean_6997', 'ESM2_574')",0.2334714391358132,1.5,0.6134300073950691,2,1,77,77
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_10015', 'ESM2_48')",0.2419817935831622,1.48,0.6133872555082136,2,0,73,73
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'InterPLM_esm2-650m_L24_mean_7025', 'ESM2_1271')",0.25890490483653156,1.44,0.613233433385572,2,1,69,71
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_1277', 'ESM2_2')",0.23740677141096528,1.49,0.6131847399876758,2,0,74,74
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_949', 'ESM2_2')",0.23311758042173494,1.5,0.6131823062952144,2,1,76,76
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_80', 'ESM2_276')",0.23289040003923692,1.5,0.6130232800274658,2,0,82,83
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_848', 'ESM2_960')",0.24570169420453178,1.47,0.6129911859431723,2,0,72,73
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'InterPLM_esm2-650m_L24_mean_1917', 'InterPLM_esm2-650m_L24_mean_7025', 'ESM2_574')",0.2456773750805816,1.47,0.6129741625564071,2,0,72,72
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_578', 'ESM2_406')",0.2583752799280692,1.44,0.6128626959496484,2,1,69,71
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_803', 'ESM2_1271')",0.24542219380707508,1.47,0.6127955356649526,2,1,72,74
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_7025', 'ESM2_2')",0.2323339430775659,1.5,0.612633760154296,2,0,77,77
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_960', 'ESM2_776')",0.24082749419396005,1.48,0.6125792459357721,2,0,73,75
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_848', 'InterPLM_esm2-650m_L24_mean_1356')",0.24078438895024434,1.48,0.612549072265171,2,0,73,75
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_1774', 'ESM2_80')",0.2321767911267391,1.5,0.6125237537887174,2,0,78,78
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_6997', 'ESM2_276')",0.23215968194403186,1.5,0.6125117773608222,2,1,81,81
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'InterPLM_esm2-650m_L24_mean_7025', 'ESM2_776')",0.2321007817443804,1.5,0.6124705472210662,3,2,75,76
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_6997', 'ESM2_80')",0.23190195148594644,1.5,0.6123313660401625,2,1,81,82
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_803', 'ESM2_776')",0.2403060397578457,1.48,0.612214227830492,2,1,73,75
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_406', 'ESM2_1271')",0.24850292501176938,1.46,0.6119520475082385,2,0,71,73
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_518')",0.23553997300406068,1.49,0.6118779811028425,2,1,74,74
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_848', 'ESM2_574')",0.23545911183436274,1.49,0.6118213782840539,3,2,74,74
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_848', 'ESM2_560')",0.23954957930247256,1.48,0.6116847055117308,2,0,73,75
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_40', 'ESM2_48')",0.23946443950601742,1.48,0.6116251076542122,3,2,73,73
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_1277', 'ESM2_276')",0.23080201603674852,1.5,0.6115614112257239,2,0,77,77
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_848', 'ESM2_2')",0.2436148137770772,1.47,0.611530369643954,2,0,72,74
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_82', 'ESM2_34')",0.25641974612990936,1.44,0.6114938222909365,2,1,69,71
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_3', 'ESM2_521')",0.26070494016173573,1.43,0.611493458113215,2,0,68,70
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_406', 'MOL_WEIGHT')",0.26489988068921727,1.42,0.611429916482452,2,1,67,69
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_917', 'ESM2_574')",0.24339447716397966,1.47,0.6113761340147857,2,1,72,72
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_2', 'ESM2_518')",0.2305074033225046,1.5,0.6113551823257531,2,1,80,80
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_848', 'ESM2_574')",0.23473926968154757,1.49,0.6113174887770834,3,0,74,74
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'InterPLM_esm2-650m_L24_mean_1356', 'ESM2_518')",0.24330621399815047,1.47,0.6113143497987054,2,0,72,74
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_2', 'ESM2_80')",0.24747907743579248,1.46,0.6112353542050547,2,1,71,72
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_560', 'ESM2_276')",0.23458762172250203,1.49,0.6112113352057514,2,1,74,74
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_1048', 'ESM2_276')",0.23861641051814975,1.48,0.6110314873627049,2,0,73,75
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_6997', 'ESM2_2')",0.23855248964499037,1.48,0.6109867427514932,2,1,73,73
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_917', 'InterPLM_esm2-650m_L24_mean_949')",0.26423115863745583,1.42,0.610961811046219,2,0,67,67
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_848', 'ESM2_48')",0.2556241428104894,1.44,0.6109368999673426,2,1,69,69
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_2', 'ESM2_746')",0.22974135119146297,1.5,0.6108189458340241,2,0,75,75
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_7025', 'ESM2_406')",0.2511140970747172,1.45,0.610779867952302,2,0,70,72
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'InterPLM_esm2-650m_L24_mean_949', 'ESM2_48')",0.2553103152853251,1.44,0.6107172206997276,2,1,69,69
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'ESM2_40', 'ESM2_80')",0.22955020696319742,1.5,0.6106851448742381,2,0,81,82
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_848', 'ESM2_276')",0.2551030317303958,1.44,0.610572122211277,2,1,69,69
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_917', 'ESM2_1277')",0.2635423527053071,1.42,0.610479646893715,2,0,67,67
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_917', 'ESM2_3')",0.2677867570952765,1.4100000000000001,0.6104507299666936,2,1,66,68
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_848', 'ESM2_48')",0.24202204929628693,1.47,0.6104154345074009,3,1,72,73
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_43', 'ESM2_276', 'ESM2_518')",0.25043718639687024,1.45,0.6103060304778092,2,0,70,72
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'InterPLM_esm2-650m_L24_mean_1917', 'ESM2_848', 'ESM2_82')",0.24611612302696828,1.46,0.6102812861188778,3,0,71,71
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_803', 'InterPLM_esm2-650m_L24_mean_6997', 'ESM2_406')",0.23747852207108108,1.48,0.6102349654497567,2,1,73,75
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'ESM2_848', 'ESM2_518')",0.2502699887114169,1.45,0.6101889920979918,2,0,70,72
10,"('InterPLM_esm2-650m_L24_mean_198', 'ESM2_295', 'ESM2_535', 'ESM2_403', 'ESM2_402', 'ESM2_102', 'ESM2_172', 'ESM2_578', 'InterPLM_esm2-650m_L24_mean_7025', 'ESM2_48')",0.2502571810167798,1.45,0.6101800267117459,2,1,70,70
